food_id,food_name,serving_basis,serving_size_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,sugar_g,calcium_mg,iron_mg,zinc_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_c_mg,vitamin_a_mg,vitamin_d_mg,vitamin_b12_mg,folate_mg
SL0434,Khasta kachori,100g,100,712.73,2.51,72.27,12.81,0.97,0.34,7.84,0.59,2.173686861,39.89740137,221.9284071,90.56,0.86,419.2320627,5.903025819,2.213580107,6.38
SL0435,Vegetable cutlet,100g,100,665.45,1.25,71.33,4.68,0.93,0.35,13.55,0.4,0.561974346,111.5936917,404.6805435,85.38,16.89,623.001045,7.224864005,2.15088114,30.52
SL0436,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),100g,100,701.71,1.76,73.89,7.39,0.86,0.27,9.17,0.59,0.413617191,13.3052147,313.7803771,76.65,12.63,316.497025,2.364123516,4.235252309,23.98
SL0437,Peanut cutlet (Mungfali ke cutlet),100g,100,698.77,2.63,74.0,5.68,1.21,0.51,14.38,0.56,1.315047431,56.91880826,489.332821,84.24,12.63,749.0584315,6.804682473,1.531138499,38.52
SL0438,Fish cutlet (Machli ka cutlet),100g,100,654.64,2.77,70.11,3.13,0.54,0.29,10.44,0.36,4.02820983,5.5,179.6548859,75.33,10.46,306.0256392,4.175346319,3.433997077,19.06
SL0439,Paneer potato cutlet (Paneer aloo cutlet),100g,100,672.94,2.47,71.4,5.23,0.41,1.02,45.36,0.38,0.258756527,114.7741861,335.4258005,85.71,11.61,360.0897382,4.328827464,0.917223038,41.52
SL0440,Spinach chickpeas cutlet (Palak channa dal cutlet),100g,100,688.03,1.44,73.6,4.93,0.93,0.16,11.3,0.57,3.162860894,89.46918393,71.64018544,79.13,16.18,408.0564772,0.0,4.463487927,49.07
SL0441,Cheese toast,100g,100,785.37,1.98,84.11,5.49,0.31,0.53,43.87,0.31,4.612461566,58.51934792,539.4160647,121.05,0.0,36.23499275,4.874766398,1.760919553,6.85
SL0442,Vegetable burger,100g,100,519.93,3.26,50.63,13.69,1.7,1.88,26.08,0.7,1.888532935,42.45897755,362.3055654,168.97,24.68,780.0074087,1.893929649,3.404760218,40.96
SL0443,Cheese pizza,100g,100,249.5,5.79,12.43,30.62,1.95,3.42,96.51,1.09,4.425866735,75.82598041,282.2328815,397.73,6.72,394.6416431,5.54607884,2.800174801,15.85
SL0444,Vegetable seekh kebab,100g,100,690.73,1.57,73.72,5.32,0.59,0.74,32.66,0.36,3.650931489,71.47126414,131.6692937,83.67,6.86,302.2081071,3.173930999,0.0,13.84
SL0445,Masala vada,100g,100,826.02,1.69,89.15,4.06,1.07,0.24,7.45,0.52,2.165824019,5.5,421.7850432,74.53,2.05,509.3895858,0.0,3.059769899,32.14
SL0446,Peanut sago vada (Sabudana mungfali vada),100g,100,749.89,1.01,79.82,7.14,0.62,0.19,5.03,0.38,2.347259802,80.61421961,374.1535161,71.29,9.74,523.1072217,3.677783237,1.273252928,15.66
SL0447,Vegeterian scotch egg,100g,100,681.67,2.16,72.77,4.64,0.58,0.23,15.2,0.46,2.292104253,102.5431317,378.4118352,93.33,12.53,501.8570101,3.072754566,2.114039068,32.4
SL0448,Paneer shaslik/tikka,100g,100,93.85,5.11,4.49,7.98,1.23,4.61,123.86,0.68,2.416024338,5.5,268.8719071,103.39,107.71,513.1740334,3.294312952,4.235463698,174.74
SL0449,Peanut brittle (Moongfali ki chikki),100g,100,320.46,6.94,11.13,47.46,2.63,43.92,68.03,3.22,3.968175767,9.847130352,364.4117466,15.99,0.0,497.4459735,4.177123301,0.320396154,7.48
SL0450,Spring roll,100g,100,623.87,1.81,64.63,8.56,0.67,0.6,9.51,0.49,3.651668244,5.5,218.8230571,132.84,4.59,478.1881374,4.424074229,3.327453122,9.59
SL0451,Dry mango chutney (Sookhe aam ki chutney),100g,100,298.13,2.43,0.7,69.17,3.74,61.86,72.05,3.98,3.215508635,92.5696027,23.0,437.91,0.25,637.7428036,7.968998185,4.8,5.17
SL0452,Peanut chutney (Mungfali ki chutney),100g,100,258.37,11.8,19.06,9.87,5.73,2.76,34.79,1.99,0.912361233,67.36141513,242.0944047,475.34,4.2,697.0845612,0.0,1.546037239,10.14
SL0453,Coconut chutney (Nariyal ki chutney),100g,100,265.92,3.59,25.0,8.29,6.73,3.79,15.7,1.25,2.92690689,102.0406435,213.3092735,428.28,4.13,804.4850944,5.25661225,0.654077016,4.74
SL0454,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),100g,100,102.6,2.81,0.51,21.18,4.33,15.88,107.45,4.76,4.9,63.72488833,206.3598238,391.66,3.62,282.3261007,1.366209633,3.526171769,10.89
SL0455,Custard tart,100g,100,225.6,3.72,10.73,28.66,0.91,9.31,57.47,0.49,0.594977837,109.3040094,563.555869,59.74,1.18,0.0,6.979175947,2.393956416,5.64
SL0456,Lemon tart,100g,100,303.35,6.12,17.45,30.68,0.81,10.68,24.03,0.98,2.909332473,5.5,273.015649,76.09,2.66,658.6562869,4.500728871,1.024136199,9.19
SL0457,Jam tart,100g,100,360.72,4.42,17.35,46.18,1.14,14.74,12.23,0.74,0.951623806,164.3147853,355.7622371,70.34,0.0,895.7,3.99418323,0.130987548,2.44
SL0458,Orange cream tart,100g,100,197.16,2.58,8.72,27.43,0.64,10.08,13.84,0.58,2.853053684,11.48191196,218.4845269,36.85,19.6,209.6614803,3.658483863,0.736841502,13.7
SL0459,Pineapple tart,100g,100,195.4,2.29,8.21,28.62,0.87,11.09,12.02,0.5,4.274179967,181.9527091,264.9443999,37.88,6.85,543.439506,4.427993048,0.592879515,6.84
SL0460,Cheese and mushroom tart,100g,100,246.1,5.51,15.28,21.43,1.18,3.16,100.97,0.59,4.097416778,177.7549758,345.2276471,212.42,6.53,337.3329829,1.2144894,0.135595199,7.96
SL0461,Cottage cheese pie,100g,100,238.98,7.45,13.83,20.66,2.21,3.62,108.05,0.92,2.870001624,91.81159028,356.3791786,103.29,36.25,374.672924,6.118430978,2.691675363,124.39
SL0462,Minced meat pie,100g,100,221.55,7.38,13.04,18.11,2.33,1.42,18.14,1.07,1.015673215,124.5377033,370.5767578,127.85,37.52,381.9515046,5.364051576,3.552667162,69.49
SL0463,Apple cinnamon pie,100g,100,258.73,3.35,12.21,33.68,1.77,11.95,16.14,0.65,2.81048942,132.596201,23.0,60.14,2.24,249.2759168,3.682389081,1.437011164,11.58
SL0464,Lemon meringue pie,100g,100,224.43,3.88,8.16,35.11,0.44,21.17,16.79,0.67,2.684135132,98.43653129,499.98075,85.12,5.1,0.0,2.640417236,3.515786845,17.48
SL0465,Chocolate meringue pie,100g,100,214.76,4.98,9.17,28.8,0.37,15.03,55.98,0.92,2.637488862,121.7784555,528.3058463,80.77,1.26,691.9710749,0.619488853,0.0,23.21
SL0466,Cream puffs,100g,100,221.33,4.7,15.48,16.0,0.38,5.94,37.93,0.58,3.901575682,90.14033514,398.6591175,98.76,0.2,770.142979,7.878067859,2.446490245,8.79
SL0467,Chocolate eclairs,100g,100,239.42,4.24,13.5,26.22,0.33,17.34,34.21,0.68,3.813296794,122.116431,111.3714125,85.88,0.4,733.5330546,9.9,1.976001103,18.34
SL0468,Cheese balls,100g,100,681.28,2.21,72.57,4.81,0.18,0.63,30.01,0.32,2.894883628,49.4058255,23.0,120.7,0.01,0.0,3.312938544,0.602867102,2.95
SL0469,Minced meat patties,100g,100,265.72,6.88,19.57,15.25,0.77,0.88,19.23,0.93,2.598126008,72.30998545,69.12699823,252.18,1.58,597.3003681,6.680234575,0.484820209,16.37
SL0470,Cheese patties,100g,100,324.01,7.38,22.67,22.23,1.24,3.93,126.41,0.82,1.594581927,5.5,503.3568574,295.22,3.37,271.2442319,2.862861114,0.0,31.43
SL0471,Hot cheese souffle,100g,100,177.1,9.18,13.23,5.41,0.12,2.91,169.17,0.83,2.884584728,101.3413891,52.29703811,286.96,2.41,581.6160942,8.230523831,2.037802933,66.94
SL0472,Hot potato souffle,100g,100,125.64,5.51,7.64,8.56,0.66,1.78,56.84,0.79,4.364540226,130.9514481,589.8,97.2,30.19,671.8646898,0.0,3.220473526,78.05
SL0473,Hot fish souffle,100g,100,142.92,11.23,9.24,3.69,0.1,1.68,58.18,0.7,3.094359223,134.4848626,39.24341623,110.94,2.41,467.0632242,1.40593254,1.347970056,70.97
SL0474,Hot spinach souffle,100g,100,104.25,5.43,7.24,4.19,0.99,1.64,80.77,1.67,2.02433809,91.21904577,67.11398854,104.69,47.83,670.7939263,6.823476965,2.154632086,272.44
SL0475,Plain cream cake,100g,100,353.94,6.18,16.17,47.18,0.71,27.74,41.95,1.02,0.308985503,5.5,307.5730544,174.0,0.08,0.0,7.506015365,1.185930204,8.66
SL0476,Apple cake (Seb ka cake),100g,100,290.08,4.94,12.87,39.48,1.22,23.52,38.99,0.9,1.200656384,110.2230992,58.17619812,136.95,1.16,284.9526302,0.201026587,3.291504004,9.32
SL0477,Marble cake,100g,100,354.11,6.3,16.27,46.88,0.71,27.56,39.6,1.12,1.471124882,109.0471083,255.2714964,138.48,0.08,435.9049209,7.366249116,2.525728562,8.85
SL0478,Chocolate cake,100g,100,335.61,6.01,15.18,45.14,0.64,27.58,41.13,1.08,3.072159478,59.8085187,406.4273956,241.93,0.15,605.8298526,7.510652479,1.365565259,9.21
SL0479,Orange cake,100g,100,357.61,6.1,16.21,48.28,0.83,28.38,29.72,1.06,3.506914745,107.2260736,496.5405806,105.41,1.88,289.1170185,4.052708209,0.0,9.25
SL0480,Fruit Loaf,100g,100,324.19,5.36,13.31,46.49,0.87,24.54,45.71,0.96,4.9,76.29099336,341.5157096,160.6,2.47,242.2834883,7.413329862,2.120686715,7.82
SL0481,Banana cake (Kele ka cake),100g,100,389.51,5.77,23.31,40.0,1.14,23.04,23.55,1.14,3.220820204,22.64133933,85.39095721,117.81,0.98,639.4218247,9.771483494,4.8,11.33
SL0482,Chocolate chiffon cake,100g,100,311.71,5.76,15.8,37.87,0.7,24.25,42.15,1.07,1.21777271,52.83326214,271.6701193,188.59,0.21,324.6718903,5.400331527,0.0,12.0
SL0483,Christmas cake,100g,100,372.95,5.49,16.88,48.29,1.49,27.45,40.98,1.32,0.528807748,26.73211404,276.0461614,64.84,8.51,680.078023,2.577686526,4.8,17.06
SL0484,Strawberry and vanilla cake with butter icing,100g,100,370.54,3.89,20.39,44.25,0.79,32.43,28.17,0.7,4.9,42.56301653,131.1440441,107.27,8.4,91.8066309,5.041243944,0.0,12.8
SL0485,Eggless cake,100g,100,318.08,8.12,11.75,46.14,0.68,27.7,212.97,0.61,2.573553086,129.2073346,182.7511171,310.5,1.35,326.7346371,4.487710571,1.943045569,7.58
SL0486,Swiss roll,100g,100,251.87,7.3,3.77,48.34,0.55,32.96,24.11,1.19,1.997082396,110.6322691,284.0997213,51.9,0.0,346.4718207,5.248327976,0.0,14.36
SL0487,Pineapple pastry,100g,100,208.21,6.06,7.87,29.04,0.72,18.83,42.97,0.86,2.014235121,82.32270871,71.31602052,44.3,3.64,190.5769309,2.646821782,3.637293735,17.42
SL0488,Black forest pastry,100g,100,233.55,6.09,8.46,34.48,0.54,21.35,44.15,0.92,2.591624444,63.36855934,155.9856218,53.43,0.91,418.6534136,7.031088309,1.524517317,16.28
SL0489,Coconut finger,100g,100,274.86,7.09,8.86,42.56,1.87,28.55,24.04,1.31,0.1,185.2,97.80539898,46.86,0.0,0.158382172,5.129547844,2.933800742,15.88
SL0490,Pineapple cake,100g,100,195.57,5.01,9.34,23.51,0.76,16.16,49.06,0.64,2.728239618,123.7924209,212.8562327,37.47,27.35,895.7,5.283898761,4.513586244,80.64
SL0491,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),100g,100,424.8,6.56,23.62,47.1,1.54,22.58,36.1,1.37,2.099010936,41.01897542,209.1851616,280.44,0.16,136.9497075,1.150442693,0.45259064,4.22
SL0492,Chocolate chip cookies,100g,100,425.29,5.79,19.38,57.98,1.05,30.29,24.76,1.22,2.70989674,126.8567718,173.8526041,278.29,0.0,211.108225,0.0,4.8,2.62
SL0493,Sweet plain biscuit,100g,100,380.76,5.86,17.67,50.29,1.07,21.77,42.88,0.92,4.9,71.26121838,434.2013575,132.59,0.03,143.2229271,5.306925734,2.735073336,1.7
SL0494,Chocolate biscuit,100g,100,379.76,5.88,17.09,51.56,1.01,24.16,41.51,1.14,4.77905883,63.10537184,484.3264995,127.02,0.03,593.084268,8.379849807,0.052617745,1.81
SL0495,Coconut biscuit (Nariyal ke biscuit),100g,100,434.98,5.78,27.16,42.9,3.64,20.76,37.81,1.32,3.761108263,112.6596146,227.8714688,105.76,0.03,226.6525188,6.276931292,2.159549618,2.51
SL0496,Sweet and salty biscuit (Meethay aur namkeen biscuit),100g,100,407.96,6.15,22.39,45.09,1.68,7.22,37.24,1.05,2.140830408,5.5,374.6461594,414.7,0.03,427.5482783,4.14409108,1.614991659,1.02
SL0497,Peanut biscuit,100g,100,401.05,8.45,20.41,46.72,2.48,21.26,50.58,1.34,1.945334746,102.7142507,257.1956619,202.26,0.03,696.2341013,6.448909283,3.052332214,4.23
SL0498,Pin wheel biscuit,100g,100,404.6,5.4,18.66,54.56,1.16,23.25,42.7,1.13,0.1,93.67235881,400.9382456,131.73,0.05,0.0,0.0,0.042139107,1.72
SL0499,Saffron biscuit (Kesar biscuit),100g,100,458.61,6.05,22.01,59.7,1.9,22.42,25.71,1.23,1.360627167,153.2643627,589.8,5.65,0.01,175.9786695,6.663722262,2.114246633,1.1
SL0500,Masala biscuit,100g,100,393.64,6.06,20.75,45.18,2.14,6.82,53.73,1.32,0.1,5.5,339.1385248,714.52,0.15,568.3620027,7.235815198,4.034394869,2.15
SL0501,Ice box cookies,100g,100,374.24,5.7,14.44,56.09,1.28,26.69,18.5,1.04,4.472433,119.9100544,567.0271865,449.14,0.1,395.2472915,4.13627811,0.0,1.64
SL0502,Ginger bread man,100g,100,365.0,6.61,11.01,60.26,1.6,29.12,37.92,2.12,2.174206248,43.31469731,277.5159617,477.99,0.09,550.3432261,4.19256592,0.949633183,4.65
SL0503,Danish cookies,100g,100,475.33,5.33,24.92,58.0,1.37,21.73,15.97,0.98,1.651915644,58.38321631,589.8,201.06,0.0,104.013843,5.163437459,1.830712674,1.02
SL0504,Short bread cookies,100g,100,443.09,6.03,17.98,64.82,1.57,23.31,15.92,1.12,2.368423707,92.24466743,342.6687531,145.0,0.0,536.9406603,1.790038752,1.317427302,1.62
SL0505,Coffee biscuit,100g,100,416.57,6.9,23.0,46.55,1.59,21.69,48.92,1.27,1.337160094,41.96197952,514.3608039,112.53,0.03,614.8196302,3.708596114,4.15676615,3.0
SL0506,Melting moments,100g,100,437.91,5.71,21.78,55.84,1.88,25.0,30.39,1.2,2.040737762,38.7789666,161.2439646,119.09,0.0,621.2066193,5.541133876,0.0,3.59
SL0507,Ginger biscuit (Adarak ke biscuit),100g,100,417.91,5.98,18.31,58.44,1.49,27.06,25.97,2.2,0.1,92.51881666,489.1141286,79.68,0.0,895.7,0.121293656,1.562955035,1.59
SL0508,Soyabean muthias,100g,100,839.33,2.46,90.45,3.7,1.47,0.17,12.16,0.6,2.567586362,49.05980429,589.8,78.25,0.79,829.518299,6.485493075,4.039743712,22.43
SL0509,Soyabean tikki,100g,100,698.17,3.53,74.02,4.39,2.2,0.35,29.23,1.04,1.970763096,49.23099562,321.5434259,88.72,6.71,854.695,3.566386596,1.665954171,57.9
SL0510,Soyabean namak paras,100g,100,838.46,2.65,89.83,4.65,1.41,0.22,12.13,0.64,1.657123205,146.0954121,315.9126728,72.05,0.0,307.8292229,3.51554741,1.123804138,45.64
SL0511,Peanut burfi (Moongfali ki burfi),100g,100,550.99,9.31,36.84,48.14,4.09,43.08,25.2,1.45,2.389353691,94.47042043,398.2525194,6.78,0.0,94.32089581,6.236589271,2.355545281,7.57
SL0512,Spinach peanut namak paras (Palak moongfali namak paras),100g,100,740.16,1.65,78.51,6.62,0.81,0.28,13.35,0.67,3.682287724,73.8608772,405.3758975,73.15,11.39,0.0,8.508141044,1.820092177,64.2
SL0513,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),100g,100,758.89,2.08,80.04,7.63,1.39,0.25,12.13,0.67,0.1,126.4972584,536.0205514,74.88,3.8,266.5648573,3.952923673,2.465877285,34.83
SL0514,Rice moong dal cheela (Chawal aur moong dal ka cheela),100g,100,798.26,2.74,82.44,11.13,1.18,0.15,4.99,0.51,2.323846217,50.07878392,414.82493,142.82,0.0,354.9811726,3.19091927,3.480851727,12.8
SL0515,Split bengal gram sweet rice (Channa dal sweet rice),100g,100,190.21,4.15,0.64,41.07,2.23,19.41,30.37,1.77,1.822775023,74.48185708,149.2710997,8.38,0.0,411.3045863,4.142430929,2.742341732,48.48
SL0516,Sweet poori (Meethi poori),100g,100,782.75,2.12,79.63,14.26,1.54,7.15,34.24,1.13,2.09304575,40.45694312,292.867768,2.57,0.0,89.56538154,7.384592027,1.754554489,18.38
SL0517,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),100g,100,441.08,9.84,18.41,60.0,6.02,31.12,25.2,2.3,2.822347916,66.25800635,219.0526797,5.25,0.0,676.4432958,8.934259313,1.957479057,9.07
SL0518,Spinach burfi (Palak burfi),100g,100,121.17,2.71,6.81,12.76,1.17,12.12,93.68,1.05,0.1,42.56152408,369.0717718,27.77,8.57,571.0432518,5.569609921,0.0,39.63
SL0519,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),100g,100,366.59,9.51,7.93,62.66,8.16,24.73,53.3,4.36,0.244630596,44.94530819,385.9167572,12.05,0.0,353.9464934,4.151914987,0.809726094,27.67
SL0520,Sprouted moong daliya,100g,100,111.56,2.81,4.71,14.77,3.12,1.67,22.62,1.29,4.9,23.96970479,219.4212616,196.73,7.53,575.7362175,3.357015298,2.62919811,35.24
SL0521,Sprouted moong poha,100g,100,192.6,5.59,6.89,26.6,3.13,1.93,28.39,2.43,3.910368215,118.0237809,469.914104,220.82,19.24,182.9322507,4.634095603,1.184083823,46.81
SL0522,Pearl millet ladoo (Bajra ladoo),100g,100,319.66,9.61,8.06,50.98,6.0,27.44,118.74,4.72,3.986096589,77.9468402,496.7335923,12.26,0.0,0.0,4.873593528,1.030059379,19.1
SL0523,Paushtik ladoo,100g,100,485.87,7.65,24.98,60.34,4.57,38.12,20.67,1.63,0.887929489,95.9153441,346.1119446,6.09,0.0,228.4540663,3.540967912,4.8,16.16
SL0524,Paushtik roti,100g,100,149.26,7.17,1.51,26.59,5.74,2.03,52.74,2.62,4.9,72.15202737,134.9784986,170.96,6.65,608.471756,8.872530992,2.582782393,42.1
SL0525,Semolina carrot vada (Suji gajar vada),100g,100,699.53,1.56,74.07,6.52,1.07,1.21,26.47,0.36,0.787429672,54.97789743,121.3863257,73.17,0.95,188.8761995,8.487188633,2.729554897,9.36
SL0526,Dhokla,100g,100,216.49,13.45,5.28,30.68,4.95,4.78,123.21,1.39,2.380829665,78.78690628,280.5950985,376.02,0.68,630.2429888,3.435040661,0.0,39.92
SL0527,Kashmiri tea (Kehwa),100g,100,24.9,0.17,0.51,5.23,0.16,5.14,3.19,0.07,2.195996578,75.44820549,589.8,0.29,0.06,0.0,1.070152996,2.236242701,0.82
SL0528,Steeped hot coffee,100g,100,15.91,0.39,0.33,3.01,0.0,2.96,10.4,0.06,0.290059821,116.828361,219.4272,2.82,0.3,180.7555072,3.063591005,2.279683575,1.27
SL0529,Hot chocolate,100g,100,90.01,3.43,4.61,9.02,0.0,8.86,113.63,0.33,4.237964023,52.24151111,514.4163451,36.04,3.62,134.3404078,2.523203076,0.480696953,13.41
SL0530,Cold coffee (with cream),100g,100,82.76,1.93,3.29,11.98,0.0,11.91,64.43,0.14,2.643203961,88.98522672,292.2869449,15.35,2.56,144.9784865,2.743056203,2.177829268,9.52
SL0531,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),100g,100,76.45,2.01,2.77,11.15,0.27,9.94,68.3,0.14,1.334412052,77.2819707,306.8724768,16.63,6.99,478.1791503,5.800898957,0.697503856,20.73
SL0532,Flavoured milkshake,100g,100,66.78,2.06,2.83,8.65,0.0,8.61,75.05,0.11,1.672651477,142.1070126,218.1795581,16.34,3.62,354.2014738,7.250771151,1.291937356,12.65
SL0533,Jal jeera,100g,100,30.24,0.44,0.26,6.7,0.95,5.71,24.72,0.84,3.007572381,129.4413428,360.7805921,215.62,2.23,506.7008023,5.495181591,2.052882869,4.47
SL0534,Gingo,100g,100,48.02,0.14,0.06,12.42,0.17,12.08,6.33,0.21,3.811017146,82.72504643,144.2935685,21.5,8.39,412.9531212,1.938194048,4.439007505,8.49
SL0535,Mintade,100g,100,40.32,0.03,0.02,10.59,0.03,10.47,2.1,0.05,2.798228498,176.6822966,75.80280381,26.69,8.5,649.1450162,4.401006566,3.124184937,4.69
SL0536,Canjee,100g,100,6.61,0.24,0.42,0.44,0.36,0.21,5.82,0.17,1.717299531,87.4837232,323.6248111,43.03,0.52,22.63350287,8.3021413,3.457169441,3.61
SL0537,Cauliflower canjee (Phoolgobhi ki canjee),100g,100,6.9,0.39,0.42,0.35,0.49,0.09,6.26,0.22,2.393915486,110.502473,401.8443308,41.45,7.86,572.7047271,1.896844124,0.810810942,9.26
SL0538,Potato canjee (Aloo canjee),100g,100,16.26,0.44,0.39,2.69,0.43,0.1,5.21,0.22,1.510304446,94.96624665,175.4516098,35.99,7.72,844.1174416,8.680052955,1.253092755,6.77
SL0539,Vermicelli porridge (Semiya/Seviyan porridge),100g,100,78.4,2.5,2.98,10.56,0.48,7.04,72.96,0.2,1.849480734,31.73999086,23.0,65.33,4.82,869.0989231,0.996543727,3.462895186,19.51
SL0540,Semolina upma (Suji/Rava upma),100g,100,147.89,3.3,7.49,16.31,3.24,1.31,21.57,1.1,2.290780751,54.65504286,415.7679509,101.59,4.64,159.7959916,2.134127577,2.183815736,15.13
SL0541,Vermicelli upma (Semiya/Seviyan upma),100g,100,149.11,3.11,7.45,16.88,3.21,1.4,20.3,0.93,2.882224363,73.51148742,409.8346838,101.8,4.64,547.7159617,4.729834911,4.8,12.64
SL0542,Rice upma,100g,100,151.27,2.63,7.46,17.96,2.12,1.13,17.57,0.67,2.67413555,110.665158,192.153032,101.75,4.64,0.0,3.976232353,2.094021252,11.94
SL0543,Bread upma,100g,100,129.51,2.8,7.75,12.6,1.96,1.56,45.22,0.82,2.811331865,163.500689,35.85646017,176.44,4.64,77.63551795,7.725119944,2.798707274,15.79
SL0544,Vegetable upma,100g,100,146.47,4.73,6.63,16.46,4.19,1.39,26.68,1.35,0.90708891,56.41333741,23.0,347.02,14.42,531.7442691,3.013604832,0.403395673,50.48
SL0545,Poha,100g,100,294.53,6.09,14.14,35.05,3.72,0.87,37.67,3.01,3.082408314,158.6690072,325.7494247,377.1,6.62,664.717403,8.54959565,1.458797792,11.96
SL0546,Vegetable poha,100g,100,180.52,4.89,8.07,21.52,3.76,1.4,28.01,1.92,2.70366374,107.554527,547.1529201,418.02,7.21,576.4613543,4.803154443,0.528030676,21.79
SL0547,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),100g,100,154.89,6.97,5.11,19.42,4.25,1.11,39.34,2.22,3.716941572,97.92631716,358.7393843,267.23,34.81,382.9205121,4.607002518,2.001984266,79.95
SL0548,Paneer stuffed cheela/chilla,100g,100,205.19,11.44,8.89,19.16,4.03,3.81,151.3,2.41,1.798345273,5.5,295.4488751,289.1,19.76,448.3392394,0.0,3.693046424,116.52
SL0549,Indian style egg bhujia (Anda bhujia (Indian style)),100g,100,102.83,6.1,7.02,3.76,1.53,1.95,31.9,1.14,2.581599182,96.56258032,457.9075073,218.05,13.56,548.2998671,4.368945366,1.536465621,40.85
SL0550,French omelette/omlet,100g,100,211.04,10.03,18.86,0.41,0.38,0.1,46.35,1.58,2.746812,140.3555082,401.60131,381.85,0.48,584.5663165,1.213594661,4.195088616,25.79
SL0551,Puffy omelette/omlet,100g,100,188.15,8.82,16.84,0.08,0.0,0.08,34.96,1.2,3.17511197,129.5090339,351.9593846,340.53,0.0,674.6799852,7.620786431,4.8,24.66
SL0552,Orange omelette/omlet,100g,100,194.66,8.93,16.84,1.68,0.0,1.68,37.33,1.26,0.775331805,98.828079,435.8025,340.92,7.2,324.574939,6.358042834,3.891880406,28.86
SL0553,Cheese and mushroom omelette/omlet,100g,100,205.63,9.69,17.82,1.68,0.93,1.07,148.77,1.01,1.604497371,36.0226214,589.8,400.29,0.48,643.4920907,3.403590494,3.615864309,32.02
SL0554,Spanish omelette/omlet,100g,100,157.45,8.25,11.44,5.1,2.54,1.03,31.72,1.28,2.245081263,53.5045505,589.8,233.87,28.63,809.9736004,2.376616578,2.186659541,61.18
SL0555,Mixed stock,100g,100,25.19,2.06,1.71,0.33,0.15,0.2,2.06,0.07,3.018148946,17.79133729,121.0726785,9.51,2.58,171.4920029,0.139829064,1.716729233,16.58
SL0556,Meat stock,100g,100,24.48,2.1,1.78,0.0,0.0,0.0,0.86,0.05,2.051851299,46.97008957,156.0162828,8.62,0.0,147.4664692,7.190129248,1.554072839,6.0
SL0557,White stock,100g,100,6.99,0.07,0.56,0.4,0.17,0.24,1.58,0.03,2.504909273,167.1568743,378.813743,1.56,2.58,507.9452316,6.930702267,2.628284316,10.58
SL0558,Meat consomme (with mutton),100g,100,29.76,14.86,13.68,0.51,0.71,0.24,115.88,4.22,1.27887566,38.81094563,385.5301119,12665.52,2.44,340.7988548,4.414816582,0.729029699,15.49
SL0559,Consomme au julienne,100g,100,27.76,12.49,10.66,1.49,1.38,0.83,85.89,3.34,0.1,80.70290781,388.6770385,10208.47,11.77,504.9118476,2.234386651,3.978413269,55.26
SL0560,Consomme au vermicelli,100g,100,29.94,15.23,12.98,1.3,0.81,0.27,97.34,3.98,3.584960161,119.1055752,365.1063356,12524.61,2.44,246.941117,0.0,0.696889089,20.12
SL0561,Green pea soup (Matar ka soup),100g,100,39.81,11.06,12.9,3.63,2.49,0.87,46.63,2.18,3.546586416,32.99590797,164.2333004,10958.11,41.12,358.2830962,2.418683571,2.428932756,65.46
SL0562,Spinach soup (Palak ka soup),100g,100,32.59,10.54,14.26,3.03,1.98,0.29,56.23,2.68,3.248564242,143.4453431,305.524106,12088.21,30.99,328.8645943,6.719508093,2.550504082,150.94
SL0563,Mixed vegetable soup,100g,100,35.71,8.22,11.66,2.95,1.64,1.64,50.69,1.74,1.307822144,58.30872248,125.3080875,9202.27,20.06,548.3356966,5.540651916,0.0,31.61
SL0564,Cheese soup,100g,100,41.13,12.39,17.07,1.87,1.8,0.84,83.65,2.4,1.256604432,101.9251388,148.6992303,13695.35,5.29,552.2279036,3.760009024,1.69225719,20.27
SL0565,Mulligatawny soup,100g,100,54.42,11.26,13.28,8.24,2.6,1.26,43.89,2.65,2.515255419,66.43347528,262.4272497,11602.5,8.37,151.9293751,6.449684755,3.08051175,27.88
